x1,y1
0,0
0.001001,0
0.002002,0
0.003003,0
0.004004,0
0.005005,0
0.006006,0
0.007007,0
0.008008,0
0.009009,0
0.01001,0
0.011011,0
0.012012,0
0.013013,0
0.014014,0
0.015015,0
0.016016,0
0.017017,0
0.018018,0
0.019019,0
0.02002,0
0.021021,0
0.022022,0
0.023023,0
0.024024,0
0.025025,0
0.026026,0
0.027027,0
0.028028,0
0.029029,0
0.03003,0
0.031031,0
0.032032,0
0.033033,0
0.034034,0
0.035035,0.00027483
0.036036,0.002909
0.037037,0.0081404
0.038038,0.015739
0.039039,0.025487
0.04004,0.037174
0.041041,0.050606
0.042042,0.065596
0.043043,0.081972
0.044044,0.099569
0.045045,0.11824
0.046046,0.13783
0.047047,0.15822
0.048048,0.17929
0.049049,0.20091
0.05005,0.22299
0.051051,0.24542
0.052052,0.26812
0.053053,0.29101
0.054054,0.31401
0.055055,0.33704
0.056056,0.36005
0.057057,0.38298
0.058058,0.40578
0.059059,0.42839
0.06006,0.45077
0.061061,0.47289
0.062062,0.49471
0.063063,0.51619
0.064064,0.53731
0.065065,0.55805
0.066066,0.57837
0.067067,0.59827
0.068068,0.61771
0.069069,0.6367
0.07007,0.65521
0.071071,0.67323
0.072072,0.69075
0.073073,0.70778
0.074074,0.72429
0.075075,0.74029
0.076076,0.75578
0.077077,0.77074
0.078078,0.78519
0.079079,0.79911
0.08008,0.81252
0.081081,0.82541
0.082082,0.83779
0.083083,0.84965
0.084084,0.86101
0.085085,0.87187
0.086086,0.88222
0.087087,0.89209
0.088088,0.90147
0.089089,0.91037
0.09009,0.91879
0.091091,0.92675
0.092092,0.93425
0.093093,0.9413
0.094094,0.9479
0.095095,0.95407
0.096096,0.9598
0.097097,0.96512
0.098098,0.97002
0.099099,0.97452
0.1001,0.97862
0.1011,0.98234
0.1021,0.98567
0.1031,0.98864
0.1041,0.99124
0.10511,0.99348
0.10611,0.99538
0.10711,0.99694
0.10811,0.99818
0.10911,0.99908
0.11011,0.99968
0.11111,0.99997
0.11211,0.99996
0.11311,0.99966
0.11411,0.99908
0.11512,0.99822
0.11612,0.9971
0.11712,0.99571
0.11812,0.99408
0.11912,0.9922
0.12012,0.99008
0.12112,0.98773
0.12212,0.98516
0.12312,0.98237
0.12412,0.97937
0.12513,0.97616
0.12613,0.97276
0.12713,0.96917
0.12813,0.96539
0.12913,0.96144
0.13013,0.95731
0.13113,0.95302
0.13213,0.94857
0.13313,0.94396
0.13413,0.9392
0.13514,0.9343
0.13614,0.92926
0.13714,0.92409
0.13814,0.91879
0.13914,0.91336
0.14014,0.90782
0.14114,0.90217
0.14214,0.89641
0.14314,0.89054
0.14414,0.88458
0.14515,0.87852
0.14615,0.87236
0.14715,0.86613
0.14815,0.85981
0.14915,0.85341
0.15015,0.84694
0.15115,0.8404
0.15215,0.83379
0.15315,0.82712
0.15415,0.8204
0.15516,0.81361
0.15616,0.80677
0.15716,0.79989
0.15816,0.79296
0.15916,0.78598
0.16016,0.77897
0.16116,0.77192
0.16216,0.76483
0.16316,0.75772
0.16416,0.75058
0.16517,0.74341
0.16617,0.73622
0.16717,0.72901
0.16817,0.72178
0.16917,0.71454
0.17017,0.70728
0.17117,0.70002
0.17217,0.69274
0.17317,0.68546
0.17417,0.67818
0.17518,0.67089
0.17618,0.66361
0.17718,0.65633
0.17818,0.64905
0.17918,0.64178
0.18018,0.63451
0.18118,0.62726
0.18218,0.62001
0.18318,0.61278
0.18418,0.60557
0.18519,0.59837
0.18619,0.59118
0.18719,0.58402
0.18819,0.57688
0.18919,0.56975
0.19019,0.56266
0.19119,0.55558
0.19219,0.54853
0.19319,0.54151
0.19419,0.53452
0.1952,0.52755
0.1962,0.52061
0.1972,0.51371
0.1982,0.50684
0.1992,0.5
0.2002,0.4932
0.2012,0.48643
0.2022,0.47969
0.2032,0.473
0.2042,0.46634
0.20521,0.45971
0.20621,0.45313
0.20721,0.44659
0.20821,0.44009
0.20921,0.43363
0.21021,0.42721
0.21121,0.42083
0.21221,0.4145
0.21321,0.40821
0.21421,0.40197
0.21522,0.39577
0.21622,0.38961
0.21722,0.3835
0.21822,0.37744
0.21922,0.37142
0.22022,0.36545
0.22122,0.35953
0.22222,0.35366
0.22322,0.34783
0.22422,0.34205
0.22523,0.33633
0.22623,0.33065
0.22723,0.32502
0.22823,0.31943
0.22923,0.3139
0.23023,0.30842
0.23123,0.30299
0.23223,0.29761
0.23323,0.29228
0.23423,0.28701
0.23524,0.28178
0.23624,0.2766
0.23724,0.27148
0.23824,0.26641
0.23924,0.26138
0.24024,0.25641
0.24124,0.2515
0.24224,0.24663
0.24324,0.24181
0.24424,0.23705
0.24525,0.23234
0.24625,0.22768
0.24725,0.22308
0.24825,0.21852
0.24925,0.21402
0.25025,0.20957
0.25125,0.20517
0.25225,0.20082
0.25325,0.19653
0.25425,0.19229
0.25526,0.18809
0.25626,0.18395
0.25726,0.17987
0.25826,0.17583
0.25926,0.17185
0.26026,0.16791
0.26126,0.16403
0.26226,0.1602
0.26326,0.15642
0.26426,0.15269
0.26527,0.14901
0.26627,0.14538
0.26727,0.14181
0.26827,0.13828
0.26927,0.1348
0.27027,0.13138
0.27127,0.128
0.27227,0.12467
0.27327,0.1214
0.27427,0.11817
0.27528,0.11499
0.27628,0.11186
0.27728,0.10878
0.27828,0.10575
0.27928,0.10276
0.28028,0.09983
0.28128,0.096943
0.28228,0.094103
0.28328,0.091312
0.28428,0.088568
0.28529,0.085871
0.28629,0.083222
0.28729,0.080619
0.28829,0.078063
0.28929,0.075553
0.29029,0.073089
0.29129,0.070672
0.29229,0.068299
0.29329,0.065973
0.29429,0.063691
0.2953,0.061455
0.2963,0.059263
0.2973,0.057116
0.2983,0.055013
0.2993,0.052955
0.3003,0.05094
0.3013,0.048968
0.3023,0.04704
0.3033,0.045155
0.3043,0.043312
0.30531,0.041512
0.30631,0.039754
0.30731,0.038039
0.30831,0.036365
0.30931,0.034733
0.31031,0.033141
0.31131,0.031591
0.31231,0.030082
0.31331,0.028613
0.31431,0.027184
0.31532,0.025795
0.31632,0.024446
0.31732,0.023137
0.31832,0.021866
0.31932,0.020635
0.32032,0.019442
0.32132,0.018287
0.32232,0.017171
0.32332,0.016092
0.32432,0.015051
0.32533,0.014048
0.32633,0.013081
0.32733,0.012151
0.32833,0.011258
0.32933,0.010401
0.33033,0.0095801
0.33133,0.0087949
0.33233,0.0080452
0.33333,0.0073307
0.33433,0.0066513
0.33534,0.0060065
0.33634,0.0053961
0.33734,0.00482
0.33834,0.0042778
0.33934,0.0037693
0.34034,0.0032941
0.34134,0.0028521
0.34234,0.002443
0.34334,0.0020666
0.34434,0.0017225
0.34535,0.0014105
0.34635,0.0011304
0.34735,0.00088197
0.34835,0.00066484
0.34935,0.00047882
0.35035,0.00032364
0.35135,0.00019906
0.35235,0.00010483
0.35335,4.0697e-05
0.35435,6.4047e-06
0.35536,0
0.35636,0
0.35736,0
0.35836,0
0.35936,0
0.36036,0
0.36136,0
0.36236,0
0.36336,0
0.36436,0
0.36537,0
0.36637,0
0.36737,0
0.36837,0
0.36937,0
0.37037,0
0.37137,0
0.37237,0
0.37337,0
0.37437,0
0.37538,0
0.37638,0
0.37738,0
0.37838,0
0.37938,0
0.38038,0
0.38138,0
0.38238,0
0.38338,0
0.38438,0
0.38539,0
0.38639,0
0.38739,0
0.38839,0
0.38939,0
0.39039,0
0.39139,0
0.39239,0
0.39339,0
0.39439,0
0.3954,0
0.3964,0
0.3974,0
0.3984,0
0.3994,0
0.4004,0
0.4014,0
0.4024,0
0.4034,0
0.4044,0
0.40541,0
0.40641,0
0.40741,0
0.40841,0
0.40941,0
0.41041,0
0.41141,0
0.41241,0
0.41341,0
0.41441,0
0.41542,0
0.41642,0
0.41742,0
0.41842,0
0.41942,0
0.42042,0
0.42142,0
0.42242,0
0.42342,0
0.42442,0
0.42543,0
0.42643,0
0.42743,0
0.42843,0
0.42943,0
0.43043,0
0.43143,0
0.43243,0
0.43343,0
0.43443,0
0.43544,0
0.43644,0
0.43744,0
0.43844,0
0.43944,0
0.44044,0
0.44144,0
0.44244,0
0.44344,0
0.44444,0
